Refereed Publications,Project,semantic_scholar_url
"Patrick, R. J., Grant, K., & Bharadwaj, L. (2019). Reclaiming Indigenous planning as a pathway to local water security. Water, 11(5), 936.",Agent Based Modelling,https://www.semanticscholar.org/paper/38b2f37173f470b3216213ad1a35b69af1b4b5bf
"Thapa, A., Bradford, L., Strickert, G., Yu, X., Johnston, A., & Watson-Daniels, K. (2019). Garbage in, Garbage Out  Does Not Hold True for Indigenous Community Flood Extent Modeling in the Prairie Pothole Region. Water, 11(12), 2486.",Agent Based Modelling,https://www.semanticscholar.org/paper/67598236b4714caea7c055fc2ab2713db888bcb5
"Bradford, L., Thapa, A., Duffy, A., Hassanzadeh, E., Strickert, G., Noble, B., & Lindenschmidt, K. E. (2019). Incorporating social dimensions in hydrological and water quality modeling to evaluate the effectiveness of agricultural beneficial management practices in a Prairie River Basin. Environmental Science and Pollution Research, 1-17.",Agent Based Modelling,https://www.semanticscholar.org/paper/8e34542afa7e8074c0aee3ef1ab54bc4383675d1
"Neapetung, M., Bradford, L., & Bharadwaj, L. (2019).¢Spirit, Safety, and a Stand-off¢: The Research-Creation Process and Its Roles in Relationality and Reconciliation among Researcher and Indigenous Co-Learners in Saskatchewan, Canada. Engaged Scholar Journal: Community-Engaged Research, Teaching, and Learning, 5(2), 37-60.",Agent Based Modelling,https://www.semanticscholar.org/paper/52295cc016be2ad16374cedd1272b299c6ae3259
"Loring, P., Baulch, H., Gaspard, V., Harrison, H., & Minnes, S. (IN REVIEW). Datamentality : knowledge, conflict, and the struggle for standing in environmental governance. Science, Technology, & Human Values. SUBMITTED. 34 pages. [Role: Researcher, co-author]. ",Prairie Drainage Governance,
"Minnes, S., Gaspard, V., Loring, P., Baulch, H. & Breen, S-P. (IN REVIEW). Transforming conflict over natural resources: A socio-ecological systems analysis of agricultural drainage. FACETS. SUBMITTED. 42 pages. [Role: Researcher, lead author].",Prairie Drainage Governance,https://www.semanticscholar.org/paper/b79b71cea293a2030ea9727902fab42d81f1bc9f
"Harrison, H., and Loring, P.A. Seeing beneath disputes: A transdisciplinary framework for diagnosing complex conservation conflicts. ",Prairie Drainage Governance,https://www.semanticscholar.org/paper/e7e0b23ee8eba55fb45800263b6c0b070957713d
"KA Scott, L. Xu and H. Kheyrollah-Pour, Retrieval of ice/water observations from SAR imagery
for use in lake ice data assimilation , Journal of Great Lakes Research, Manuscript GLR-S-19-00296 (Revision requested), 22 pages, single column",Ice Modelling,https://www.semanticscholar.org/paper/b4d5475961e195a0bcb4741225d2fd007512a330
"Tsuji, J.M., N. Tran, S.L. Schiff, J.J. Venkiteswaran, L.A. Molot and J.D. Neufeld. 2020. Genomic potential for photoferrotrophy in a seasonally anoxic Boreal Shield lake. bioRxiv 653014; doi: https://doi.org/10.1101/653014. The ISME Journal, in revision.",FORMBLOOM,https://www.semanticscholar.org/paper/72080a4bece9db166f7e10df63bb1e53c5ecd3ba
"Lukawiecki, J., R. Gagnon, C. Dokis, D. Walters and L.A. Molot. 2019. Meaningful engagement with Indigenous groups: a case study of Ontario¢s Great Lakes Protection. In review.",FORMBLOOM,https://www.semanticscholar.org/paper/2db5136ae337d3b48c2e9831023b53705835af47
"Megan L. Larsen, Helen M. Baulch, Sherry L. Schiff, Dana F. Simon, Sebastien Sauve, Jason J. Venkiteswaran. 2020. Extreme midsummer rainfall event drives early onset cyanobacterial bloom. bioRxiv 570275; doi: https://doi.org/10.1101/570275. FACETS.",FORMBLOOM,https://www.semanticscholar.org/paper/f27b6c9e1b1e8579c2be5689400045fbb0c436e2
"Molot L, Schiff S., Venkiteswaran J., Baulch H, Higgins S., Zastepa A, Verschoor M., Walters D.  Guiding principles for preventing and mitigating cyanobacteria blooms: integrating nutrient limitation and sediment redox science into watershed management. Lake and Reservoir Management.",FORMBLOOM,https://www.semanticscholar.org/paper/9c0898b7a5994ba0223c625c72a7050ffdaa1016
"Kehoe, MJ, Ingalls, B, Venkiteswaran, J, Baulch H.  Forecasting of harmful cyanobacteria blooms with high frequency lake data.  Submission to PlosONE (currently in coauthor review).",FORMBLOOM,https://www.semanticscholar.org/paper/a6ef055a37a255737466832f0ef143a27ea24c64
"Mahdiyan, O., A. Filazzola, L.A. Molot, D. Gray and S. Sharma. 2020. Drivers of water quality changes in North American lakes over the past 40 years. Limnology and Oceanography, under revision.",FORMBLOOM,https://www.semanticscholar.org/paper/f6b804757fa9f3e57460501a1ed7850e083e2d31
"Nazarbakhsh, M., Ireson, A. M., & Barr, A. G. (2020) Controls on evapotranspiration from jack pine forests in the Boreal Plains Ecozone. Hydrological Processes, 34(4), 927¢940 doi: 10.1002/hyp.13674.",Hydrological Processes in Frozen Soils,https://www.semanticscholar.org/paper/f52348390422c06369b81f13b92e8d5fe504f1ef
"Anderson, E.P., Jackson, S., Tharme, R.E., Douglas, M.M., Flotemersch, J.E., Zwarteveen, M., Lokgariwar, C., Montoya, M., Wali, A., Tipa, G., Jardine, T.D., Olden, J.D., Cheng, L., Conallin, J., Cosens, B., Dickens, C., Garrick, D., Groenfeldt, D., Kabogo, J., Roux, D.J., Ruhi, A., and Arthington, A. H. 2019. Understanding rivers and their social relations: a critical step to advance environmental water management. WIREs Water 6: e1381",IMPC,https://www.semanticscholar.org/paper/8c0d047186f5b304a55498b7b39501c3a1ad146f
"Armstrong, R., Pomeroy, JW., & Martz, L. (2019). Spatial variability of mean daily estimates of actual evaporation from remotely sensed imagery and surface reference data. Hydrology and Earth System Sciences, 23(12): 4891-4907, DOI: 10. 5194/hess-23-4891-2019.",IMPC,https://www.semanticscholar.org/paper/5a7740b19a49e28b4fe65a224c67bc54edec1ec4
"Asong, Z., Elshamy, M., Princz, D., Wheater, H., Pomeroy, J., Pietroniro, A., & Cannon, A. (2020). High-resolution meteorological forcing data for hydrological modelling and climate change impact
analysis in the Mackenzie River Basin. Earth System Science Data, 12(1): 629-645, DOI:
10. 5194/essd-12-629-2020.
",IMPC,https://www.semanticscholar.org/paper/e784370c56d4eef9ddd26ed08e4cb683ff00e7c9
"Bajracharya, A. R., Awoye, O. H. R., Stadnyk, T. A., and Asadzadeh, M. 2020. Time Variant Sensitivity Analysis of Hydrological Model Parameters in a Cold Region Using Flow Signatures. Water, 12(4), 961, Special Issue Whither Cold Regions Hydrology under Changing Climate Conditions.",IMPC,https://www.semanticscholar.org/paper/2efdb4966f262669c50e82d7a93bba7236141fc5
"Budhathoki, S., Rokaya, P., Lindenschmidt, K. E., & Davison, B. (2020). A multi-objective calibration approach using in-situ soil moisture data for improved hydrological simulation of the Prairies.
Hydrological Sciences Journal, 65(4), 638-649, DOI: 10.1080/02626667.2020.1715982 
",IMPC,https://www.semanticscholar.org/paper/cb696dab06c0f78ce18e0697420eaf967e1bd5b5
"Budhathoki, S., Rokaya, P., & Lindenschmidt, K.E. (2020), Improved modelling of a Prairie catchment using a progressive two-stage calibration strategy using soil moisture and streamflow, Hydrology Research (accepted)",IMPC,https://www.semanticscholar.org/paper/2d89faabc8fece95e08966e1d54202aab1a2e776
"Carr, M. K., Sadeghian, A., Lindenschmidt, K. E., Rinke, K., & Morales-Marin, L. (2019). Impacts of Varying Dam Outflow Elevations on Water Temperature, Dissolved Oxygen, and Nutrient Distributions in a Large Prairie Reservoir. Environmental Engineering Science.",IMPC,https://www.semanticscholar.org/paper/2c8881fe0fa61d24ca6d8fcea18e0e5c8a4fa664
"Costa, C., Baulch, H., Elliott, J., Pomeroy, J., & Wheater, H. (2019). Modelling nutrient dynamics in cold agricultural catchments: A review. Environmental Modelling and Software, 124: 1-16, DOI: 10.1016/ j. envsoft. 2019.104586.",IMPC,https://www.semanticscholar.org/paper/0496fffa6fe647710d7ab3e2f082b8b4b8ac6e63
"Costa, D., Pomeroy, J., Baulch, H., Elliott, J., & Wheater, H. (2019). Using an inverse modelling approach with equifinality control to investigate the dominant controls on snowmelt nutrient export. Hydrological Processes, 33(23): 2958-2977, DOI: 10. 1002/hyp. 13463.",IMPC,https://www.semanticscholar.org/paper/bac31808aa57418e0cf11b6de088a30a30196caa
"Das, A., Rokaya, P., & Lindenschmidt, K. E. (2020). Ice-Jam Flood Risk Assessment and Hazard Mapping under Future Climate. Journal of Water Resources Planning and Management, 146(6), 04020029",IMPC,https://www.semanticscholar.org/paper/4b302aecd6f1b738210395c4f5e26523cecc9bb2
"Do, N. C., & Razavi, S. (2020). Correlation effects? A major but often neglected component in sensitivity and uncertainty analysis. Water Resources Research, e2019WR025436.",IMPC,https://www.semanticscholar.org/paper/143536e2a7929551d9c12ca56c9306b3d2253f4f
"Eamen, L., Brouwer, R. and Razavi, S. (2020). The economic impacts of water supply restrictions due to climate and policy change: a transboundary river basin supply-side input-output analysis. Ecological Economics 106532. https://doi.org/10.1016/j.ecolecon.2019.106532",IMPC,https://www.semanticscholar.org/paper/5bc53581ff8f904abd0af7f2b49b77c8006cffb5
"Elshamy, M. E., Princz, D., Sapriza-Azuri, G., Abdelhamed, M. S., Pietroniro, A., Wheater, H. S., & Razavi, S. (2020). On the configuration and initialization of a large-scale hydrological land surface model to represent permafrost. Hydrology and Earth System Sciences, 24(1), 349-379.",IMPC,https://www.semanticscholar.org/paper/9dea7c3903f44ee9f970721377db8dbafcf7e88e
"Fang, X., Pomeroy, JW., DeBeer, C., Harder, P., & Siemens, E. (2019). Hydrometeorological data from Marmot Creek Research Basin, Canadian Rockies. Earth System Science Data, 11(2): 455-471, DOI: 10.5194/essd-11-455-2019.",IMPC,https://www.semanticscholar.org/paper/09f6ee0e20b83c1bacfee02a4513d6c8f45a0b96
"Garcia, J. and Brouwer, R. (2020) A Multiregional Input-Output Optimization Model to Assess the Economic Impacts of Water Supply Disruptions in the Great Lakes Basin, Economic Systems Research. Accepted, pending revisions.",IMPC,https://www.semanticscholar.org/paper/836898a3c24180947d50ca61a4e13490015e8c34
"Gauch, M., J. Mai, and J. Lin. (2019). The proper care and feeding of CAMELS: How limited training data affects streamflow prediction. https://arxiv.org/abs/1911.07249. Submitted to Environmental Modelling & Software. (IMPC)",IMPC,https://www.semanticscholar.org/paper/4e1cdcb84fefaa0b813dd2b6baed6f13092ca46c
"Green, D.J., Jardine, T.D., Weber, L.P., and Janz, D.M. In press. Energy stores and mercury concentrations in a common minnow (Spottail shiner, Notropis hudsonius) associated with a
peaking hydroelectric dam. River Research and Applications. DOI: 10. 1002/rra.3625.",IMPC,https://www.semanticscholar.org/paper/55da80baf3138064d8d69d7cac99885fc5d4be6b
"Guillaume, J. H., Jakeman, J. D., Marsili-Libelli, S., Asher, M., Brunner, P., Croke, B., ... & Stigter, J. D. (2019). Introductory overview of identifiability analysis: A guide to evaluating whether you have the right type of data for your modeling purpose. Environmental Modelling & Software.",IMPC,https://www.semanticscholar.org/paper/656cea4ee42de140981641753116056446518d9d
"Kurkute, S., Li, Zhenhua., Li, Yanping., & Huo, F. (2019). Assessment and Projection of Water Budget over Western Canada using Convection Permitting WRF Simulations. Hydrol. Earth Syst. Sci. Discuss., 2019, 1¢32. https://doi.org/10.5194/hess-2019-522 ",IMPC,https://www.semanticscholar.org/paper/05ecc82c6260d35845af3e6ae3f34349ff5107e1
"Liang Chen, Yanping Li, Fei Chen, Michael Barlage, Zhe Zhang, Zhenhua Li, 2019: Using 4-km WRF CONUS simulations to assess impacts of the surface coupling strength on regional climate simulation, Climate Dynamics, DOI :10.1007/s00382-019-04932-9",IMPC,https://www.semanticscholar.org/paper/cf6e18ba89a30d2fb3c9aa3a6b869b1832ea8b31
"Lijuan Du, Li Xu, Yanping Li, Changshun Liu, Zhenhua Li, Jefferson Wong, Bo Lei, 2019: Chinas Agricultural Irrigation and Water Conservancy Projects: A Policy Synthesis and Discussion of Emerging Issues, 11(24), 7027",IMPC,
"Lilhare, R., Dery S. J., Pokorny, S., Stadnyk, T. A., Koenig, K. 2019. Uncertainty assessment of gridded climate datasets and their application to hydrological modelling over the Lower Nelson Basin, Manitoba, Canada. Atm-Ocean AO-2018-0046",IMPC,https://www.semanticscholar.org/paper/9e3ad533a93cece1696715abcb4c836cd14c7811
"Lindenschmidt, K. E., & Rokaya, P. (2019). A Stochastic Hydraulic Modelling Approach to Determining the Probable Maximum Staging of Ice-Jam Floods. Journal of Environmental Informatics, 34(1).",IMPC,https://www.semanticscholar.org/paper/81d34a05a5df73ee583d99ab3084fd8f7abacaa1
"Lindenschmidt, K. E., Carr, M. K., Sadeghian, A., & Morales-Marin, L. (2019). CE-QUAL-W2 model of dam outflow elevation impact on temperature, dissolved oxygen and nutrients in a reservoir. Scientific Data, 6(1), 1-7.",IMPC,https://www.semanticscholar.org/paper/e963b48319f5453402d21ac6fd107c50b34cbe03
"Lindenschmidt, K. E., Rokaya, P., Das, A., Li, Z., & Richard, D. (2019). A novel stochastic modelling approach for operational real-time ice-jam flood forecasting. Journal of Hydrology, 575, 381-394.",IMPC,https://www.semanticscholar.org/paper/6b5523d92e9e3ef440b76fc44603d1e49e6349c1
"Lindenschmidt, K.-E., Carstensen, D., Fr¶hlich, W., Hentschel, B., Iwicki, S., K¶gel, K., Kubicki, M., Kundzewicz, Z.W., Lauschke, C.,azar³w, A.,o, H., Marszelewski, W., Niedzielski, T., Nowak, M., Pawowski, B., Roers, M., Schlaffer, S. and Weintrit, B. (2019) Development of an ice-jam flood forecasting system for the lower Oder River¢ requirements for real-time predictions of water, ice and sediment transport. Water 11: 95. https://dx.doi.org/10.3390/w11010095 (IF = 2.524)",IMPC,https://www.semanticscholar.org/paper/bb225042876a41d09380de17db28791ca58df695
"Lucia Scaff, Andreas F. Prein, Yanping Li, Changhai Liu, Roy Rasmussen, Kyoko Ikeda, 2019: Simulating the diurnal cycle of convective precipitation in North America¢s current and future climate with
a convection- permitting model, Climate Dynamics, DOI: 10.1007/s00382-019-04754-9
",IMPC,https://www.semanticscholar.org/paper/d944ad72c679680886e09df25ab99af015b07f67
"Lv, Z. & Pomeroy, J. (2019). Detecting intercepted snow on mountain needleleaf forest canopies using
satellite remote sensing. Remote Sensing of Environment, 231, 1-19, DOI:
10. 1016/j. rse. 2019.111222.
",IMPC,https://www.semanticscholar.org/paper/cb7ae18aa8bce90560f11a721dff1b7996e2aa7c
"Lv, Z., & Pomeroy, J. (2020). Assimilating snow observations to snow interception process simulations. Hydrological Processes, DOI: 10. 1002/hyp. 13720.",IMPC,https://www.semanticscholar.org/paper/a34763bc9069c854a7dd444081a4d48f7ed2232f
"Lv, Z., Pomeroy, JW., & Fang, X. (2019). Evaluation of SNODAS Snow Water Equivalent in Western Canada and Assimilation into a Cold Regions Hydrological Model. Water Resources Research, 55(12): 11166-11187, DOI :10. 1029/2019WR025333.",IMPC,https://www.semanticscholar.org/paper/b086a00e73253af771ea438be0089533b1d81947
"Maier, H.R., Razavi, S., Kapelan, Z., Matott, L.S., Kasprzyk, J., and B.A. Tolson. (2019). Introductory overview: Optimization using evolutionary algorithms and metaheuristics. Environmental Modelling & Software 114: 195-213. https://doi.org/10.1016/j.envsoft.2018.11.018 ",IMPC,https://www.semanticscholar.org/paper/41555a9c57e2c26a526c999517fd530c62f1d79b
"Marsh, C., Pomeroy, J., & Wheater, H. (2020). The Canadian Hydrological Model (CHM) v1.0: a multi-scale, multi-extent, variable-complexity hydrological model - design and overview. Geoscientific Model Development, 13: 225-247, DOI: 10.5194/gmd-13-225-2020.",IMPC,https://www.semanticscholar.org/paper/1cf25ba5dcf61f302ef7f305e843214b325bbfe5
"Marsh, C., Pomeroy, J., Spiteri, R., & Wheater, H. (2020). A finite volume blowing snow model for use
with variable resolution meshes. Water Resources Research, 56(2): 1-28, DOI:
10. 1029/2019WR025307.",IMPC,https://www.semanticscholar.org/paper/f46154e120b69b50829821fad29ef4110502fac6
"Mihalicz, J., Jardine, T., Baulch, H. and Phillips I. 2019. Seasonal effects of a hydropea king dam on a downstream benthic macroinvertebrate community. River Research and Applications 35(6): 714-724. https://doi.org/10.1002/rra.3434 ",IMPC,https://www.semanticscholar.org/paper/bb81a6ff3eb17222ac452537dc8e28a8dc666067
"Morales-Mar­n, L. A., Rokaya, P., Sanyal, P. R., Sereda, J., & Lindenschmidt, K. E. (2019). Changes in streamflow and water temperature affect fish habitat in the Athabasca River basin in the context of climate change. Ecological Modelling, 407, 108718.",IMPC,https://www.semanticscholar.org/paper/240c81f1b2351cef8d879b43870a72d03381b9c5
